benchmark,n,shots,seed,iters,eta,frac_zero_steps,frac_nonzero_descent,frac_nonzero_ascent_or_orthogonal,mean_cos_nonzero,cost_start,cost_end,cost_change
projector,6,1024,13,300,0.3,0.0,0.91,0.09,0.6991794917981988,0.997725171804295,9.057727170602714e-05,-0.997634594532589
projector,6,1024,14,300,0.3,0.0,0.8466666666666667,0.15333333333333332,0.5595935960850662,0.9971705528898533,9.517129912683941e-05,-0.9970753815907265
projector,6,1024,15,300,0.3,0.0,0.8366666666666667,0.16333333333333333,0.533488582378989,0.9979748184840139,0.00012313241675843134,-0.9978516860672555
projector,6,1024,16,300,0.3,0.14,0.4666666666666667,0.3933333333333333,0.08295759981724807,0.9999981930912356,0.9999965014156593,-1.6916755762874658e-06
projector,6,1024,17,300,0.3,0.12333333333333334,0.48333333333333334,0.3933333333333333,0.09822121712133686,0.9999960911857426,0.9999929352909069,-3.15589483568246e-06
projector,6,1024,18,300,0.3,0.006666666666666667,0.9166666666666666,0.07666666666666666,0.5755911569507497,0.9998875352646613,0.9998188213221604,-6.871394250096419e-05
projector,6,1024,19,300,0.3,0.0,1.0,0.0,0.9430026280387852,0.9992087040328752,0.8979361740279245,-0.10127253000495073
projector,10,0,0,300,0.3,0.0,1.0,0.0,1.0,0.9999997128622651,0.9999996779138944,-3.494837064188516e-08
projector,10,0,1,300,0.3,0.0,1.0,0.0,1.0,0.9999999789103874,0.999999978886538,-2.3849366925787763e-11
projector,10,0,2,300,0.3,0.0,1.0,0.0,1.0,0.9999999999875459,0.9999999999875459,0.0
projector,10,0,3,300,0.3,0.0,1.0,0.0,1.0,0.9999970587412659,0.999997026693593,-3.2047672848811715e-08
projector,10,0,4,300,0.3,0.0,1.0,0.0,1.0,0.999996344421037,0.9999962062054201,-1.38215616951598e-07
projector,10,0,5,300,0.3,0.0,1.0,0.0,1.0,0.9999999999999252,0.9999999999999252,0.0
projector,10,0,6,300,0.3,0.0,1.0,0.0,1.0,0.9999999999991871,0.9999999999991871,0.0
projector,10,0,7,300,0.3,0.0,1.0,0.0,1.0,0.9999155483216915,0.9999004766513443,-1.5071670347199806e-05
projector,10,0,8,300,0.3,0.0,1.0,0.0,1.0,0.9995202522104779,0.9939794919805077,-0.0055407602299701875
projector,10,0,9,300,0.3,0.0,1.0,0.0,1.0,0.9999997334118559,0.9999997326835527,-7.283031955296337e-10
projector,10,0,10,300,0.3,0.0,1.0,0.0,1.0,0.9999998520986171,0.9999998519369686,-1.616484723854228e-10
projector,10,0,11,300,0.3,0.0,1.0,0.0,1.0,0.9999999997641404,0.9999999997641281,-1.2323475573339238e-14
projector,10,0,12,300,0.3,0.0,1.0,0.0,1.0,0.9999973860016738,0.999997289260991,-9.674068279785786e-08
projector,10,0,13,300,0.3,0.0,1.0,0.0,1.0,0.9999889261110807,0.9999881262727929,-7.998382878238175e-07
projector,10,0,14,300,0.3,0.0,1.0,0.0,1.0,0.9999914223066705,0.999991153024256,-2.6928241447787826e-07
projector,10,0,15,300,0.3,0.0,1.0,0.0,1.0,0.9999058287976934,0.9998826464449433,-2.3182352750117374e-05
projector,10,0,16,300,0.3,0.0,1.0,0.0,1.0,0.9989484370593276,0.9736141463577451,-0.02533429070158244
projector,10,0,17,300,0.3,0.0,1.0,0.0,1.0,0.9999999999045786,0.9999999999045749,-3.6637359812630166e-15
projector,10,0,18,300,0.3,0.0,1.0,0.0,1.0,0.9999608123483028,0.9999558342400853,-4.97810821753486e-06
projector,10,0,19,300,0.3,0.0,1.0,0.0,1.0,0.9999898913599845,0.9999880729277726,-1.818432211919685e-06
projector,10,64,0,300,0.3,0.9233333333333333,0.05,0.02666666666666667,0.30335955796538405,0.9999997128622651,0.9999992433413561,-4.695209089300434e-07
projector,10,64,1,300,0.3,1.0,0.0,0.0,,0.9999999789103874,0.9999999789103874,0.0
projector,10,64,2,300,0.3,1.0,0.0,0.0,,0.9999999999875459,0.9999999999875459,0.0
projector,10,64,3,300,0.3,0.99,0.01,0.0,0.3481355632572523,0.9999970587412659,0.9999970125272403,-4.621402560633925e-08
projector,10,64,4,300,0.3,0.97,0.023333333333333334,0.006666666666666667,0.2989924322139177,0.999996344421037,0.999996094483063,-2.4993797398398243e-07
projector,10,64,5,300,0.3,1.0,0.0,0.0,,0.9999999999999252,0.9999999999999252,0.0
