k,slope,intercept,r2,n_points,M_var_min,M_var_max,M_var_mean,M_var_theory,slope_in_sanity_band
0,-1.0081096876167952,-0.5821759113499102,0.9992922413535225,6,0.5096545226130654,0.5570184908919598,0.5329093097322549,0.49469029358493055,True
6,-0.988503078505567,-0.7972896441422932,0.9951259811564619,6,0.4160324081344221,0.5272124293341709,0.4837608534207496,0.49146215775389124,True
11,-0.9780005741111449,-0.8169099741444765,0.9969420112913676,6,0.4599118640075377,0.5598791687931847,0.5041429212305014,0.49146215775389124,True
