n_qubits,method,n_iters,F0,C0,gnorm0,F_final,C_final,gnorm_final,F_best,C_best,iter_best,gnorm_max,log10_gain_best,log10_gain_final,eligible_F0.01,hit_F0.01,circuit_evals_to_F0.01,shots_to_F0.01,oracle_calls_to_F0.01,eligible_F0.1,hit_F0.1,circuit_evals_to_F0.1,shots_to_F0.1,oracle_calls_to_F0.1,eligible_F0.5,hit_F0.5,circuit_evals_to_F0.5,shots_to_F0.5,oracle_calls_to_F0.5,possible_10xF0,hit_10xF0,possible_100xF0,hit_100xF0,n,start_seed,replicate,config_id,eta,shots,sigma_step,total_circuit_evaluations,total_shots,total_oracle_calls,seed_set
8,shot_sgd,2000,3.9629640252324406e-07,0.9999996037035975,8.613760434381937e-06,3.99739394636845e-07,0.9999996002606054,8.66989611325922e-06,3.9978097055882524e-07,0.9999996002190294,1942,8.67014458061674e-06,0.0038019880627066798,0.003756820499006326,True,,,,,True,,,,,True,,,,,True,,True,,8,29,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,0.003235424703857095,0.9967645752961429,0.010370643193110582,0.007802277346022723,0.9921977226539773,0.021609456128016187,0.007802277346022723,0.9921977226539773,2000,0.021609456128016187,0.38229008683605226,0.38229008683605226,True,,,,,True,,,,,True,,,,,True,,True,,8,30,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,0.05111502297603229,0.9488849770239677,0.11416245032932539,0.9999914786365672,8.521363432767437e-06,0.0029191204962425625,0.9999937836911058,6.216308894191336e-06,1949,0.4435859992957058,1.2914487399384327,1.2914477388585894,False,,,,,True,234.0,3744.0,958464.0,0.0,True,642.0,10272.0,2629632.0,0.0,True,648.0,False,,8,31,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,0.0006246216803128975,0.9993753783196871,0.0030388375575898046,0.000871195472873065,0.9991288045271269,0.003928462193029547,0.000871195472873065,0.9991288045271269,2000,0.003928462193029547,0.14449855565765507,0.14449855565765507,True,,,,,True,,,,,True,,,,,True,,True,,8,32,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,8.472792322528878e-06,0.9999915272076775,7.705704566604747e-05,8.552258641273553e-06,0.9999914477413587,7.763136452057796e-05,8.554988564102204e-06,0.9999914450114359,1923,7.764989215662997e-05,0.004192871832213013,0.004054265028168425,True,,,,,True,,,,,True,,,,,True,,True,,8,33,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,6.560276350118896e-07,0.999999343972365,8.290662464394466e-06,6.571441377495689e-07,0.9999993428558622,8.302103650870821e-06,6.571441377495689e-07,0.9999993428558622,1979,8.302103650870821e-06,0.0007385036823118365,0.0007385036823118365,True,,,,,True,,,,,True,,,,,True,,True,,8,34,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,0.020090892464393634,0.9799091075356063,0.05474005791154669,0.9995333161989465,0.0004666838010535246,0.02159585728119112,0.9995333161989465,0.0004666838010535246,2000,0.4408922451302265,1.6967980453721663,1.6967980453721663,False,,,,,True,763.0,12208.0,3125248.0,0.0,True,1188.0,19008.0,4866048.0,0.0,True,962.0,False,,8,35,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,0.037517986772182314,0.9624820132278177,0.11368925118504633,0.9999869721854836,1.3027814516397562e-05,0.0036093732188047477,0.9999902465671815,9.753432818504493e-06,1745,0.4489661110823342,1.4257562381733266,1.4257548161112252,False,,,,,True,262.0,4192.0,1073152.0,0.0,True,629.0,10064.0,2576384.0,0.0,True,561.0,False,,8,36,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,0.00016595422562117962,0.9998340457743788,0.0016228684350898216,0.00023475263607277742,0.9997652473639272,0.0020848457279593743,0.00023479475767515398,0.9997652052423248,1999,0.0020850629832314025,0.15070008093640794,0.1506221625845069,True,,,,,True,,,,,True,,,,,True,,True,,8,37,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,3.895676743659702e-05,0.9999610432325634,0.00040162414620015084,4.1952056211914234e-05,0.9999580479437881,0.0004227654486971421,4.195925579610304e-05,0.9999580407442039,1999,0.00042281006654723726,0.032244864075922426,0.03217033920870144,True,,,,,True,,,,,True,,,,,True,,True,,8,38,0,21839,0.01,256.0,,32000,8192000,0,tuning
8,shot_sgd,2000,1.957232845042629e-06,0.999998042767155,0.00020190175843579398,2.206023395106453e-06,0.9999977939766049,0.00021440170755426588,2.4551627554206835e-06,0.9999975448372446,991,0.00022617601499292487,0.09843779206471469,0.051967618662399656,True,,,,,True,,,,,True,,,,,True,,True,,8,39,0,21839,0.01,256.0,,32000,8192000,0,tuning
10,shot_sgd,2000,0.01531836825575274,0.9846816317442473,0.03877659203705984,0.9731768918312054,0.02682310816879463,0.16064503434692315,0.9731768918312054,0.02682310816879463,2000,0.4379833708034592,1.8029792822069393,1.8029792822069393,False,,,,,True,1158.0,23160.0,5928960.0,0.0,True,1608.0,32160.0,8232960.0,0.0,True,1296.0,False,,10,0,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.0014533670975693453,0.9985466329024306,0.0075956922743909555,0.0040144168296541,0.9959855831703459,0.01608180122542271,0.0040144168296541,0.9959855831703459,2000,0.01608180122542271,0.44124714058920367,0.44124714058920367,True,,,,,True,,,,,True,,,,,True,,True,,10,1,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.0004373230851172555,0.9995626769148828,0.002464152867794226,0.0005894805415973655,0.9994105194584026,0.003120175492916879,0.0005894805415973655,0.9994105194584026,2000,0.003120175492916879,0.1296670706694118,0.1296670706694118,True,,,,,True,,,,,True,,,,,True,,True,,10,2,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.0023026374348922326,0.9976973625651078,0.0077745789728703866,0.00442625751948686,0.9955737424805131,0.013520326500840951,0.00442625751948686,0.9955737424805131,2000,0.013520326500840951,0.2838111166805171,0.2838111166805171,True,,,,,True,,,,,True,,,,,True,,True,,10,3,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.00015901592304345133,0.9998409840769565,0.0007957487851388975,0.00017259858962655056,0.9998274014103734,0.0008531596784438954,0.00017259858962655056,0.9998274014103734,1999,0.0008531596784438954,0.03559662806423174,0.03559662806423174,True,,,,,True,,,,,True,,,,,True,,True,,10,4,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,2.8640110820931632e-06,0.9999971359889179,5.441264907642965e-05,2.9293924341732294e-06,0.9999970706075658,5.512759367950521e-05,2.9304242787515403e-06,0.9999970695757212,1989,5.513806841919585e-05,0.009955809717214987,0.00980286144830912,True,,,,,True,,,,,True,,,,,True,,True,,10,5,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,7.870391428540082e-06,0.9999921296085714,0.00013245824109480258,8.296142566442507e-06,0.9999917038574335,0.00013663266601618375,8.296142566442507e-06,0.9999917038574335,2000,0.00013663266601618375,0.022879874415394633,0.022879874415394633,True,,,,,True,,,,,True,,,,,True,,True,,10,6,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,5.3707932116753e-08,0.9999999462920679,7.651735229390968e-07,5.373775416223361e-08,0.9999999462622459,7.655388480551145e-07,5.373775416223361e-08,0.9999999462622459,1851,7.655388480551145e-07,0.00024108087671851708,0.00024108087671851708,True,,,,,True,,,,,True,,,,,True,,True,,10,7,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,3.870659596154485e-08,0.9999999612934041,1.0431066981832096e-06,3.870659596154486e-08,0.9999999612934041,1.04310669818321e-06,3.8724305525121634e-08,0.9999999612756945,1060,1.0434033413894242e-06,0.00019865882289241105,9.64327466553287e-17,True,,,,,True,,,,,True,,,,,True,,True,,10,8,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.02127762241705936,0.9787223775829407,0.06179564549731448,0.9998693911974258,0.00013060880257420582,0.011427393874051738,0.9998722585787452,0.00012774142125482335,1996,0.4435516161418299,1.672021421230276,1.6720201757815103,False,,,,,True,649.0,12980.0,3322880.0,0.0,True,1057.0,21140.0,5411840.0,0.0,True,852.0,False,,10,9,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,2.9536891573279522e-06,0.9999970463108426,4.271153861124935e-05,2.996181963264073e-06,0.9999970038180367,4.312041058555455e-05,2.999066393966668e-06,0.999997000933606,1931,4.314525143731048e-05,0.0066212916140582,0.006203396521283763,True,,,,,True,,,,,True,,,,,True,,True,,10,10,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,5.520506531246676e-09,0.9999999944794935,9.015811672632745e-07,5.432851478565465e-09,0.9999999945671485,8.943887727269875e-07,5.52050653124668e-09,0.9999999944794935,1,9.01581167263275e-07,2.8929823996598605e-16,-0.006951095422916916,True,,,,,True,,,,,True,,,,,True,,True,,10,11,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.003461423975578987,0.996538576024421,0.018801736749067783,0.07218450787099821,0.9278154921290018,0.14338781015997185,0.07218450787099821,0.9278154921290018,2000,0.14338781015997185,1.319189202454644,1.319189202454644,True,936.0,18720.0,4792320.0,0.0,True,,,,,True,,,,,True,1700.0,True,,10,12,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.00043931628118217355,0.9995606837188178,0.0023380573450259034,0.0005697863060681902,0.9994302136939318,0.002824893114520916,0.0005697863060681902,0.9994302136939318,2000,0.002824893114520916,0.11293470879683472,0.11293470879683472,True,,,,,True,,,,,True,,,,,True,,True,,10,13,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,3.9641277455893905e-11,0.9999999999603587,1.0540799991867575e-09,3.964127745589368e-11,0.9999999999603587,1.0540799991867522e-09,3.9641277455893905e-11,0.9999999999603587,0,1.0540799991867575e-09,0.0,-2.459035039710889e-15,True,,,,,True,,,,,True,,,,,True,,True,,10,14,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,1.0773599041687144e-07,0.9999998922640095,1.3922973450338377e-06,1.0769811211017977e-07,0.9999998923018879,1.391870353379752e-06,1.0773599041687144e-07,0.9999998922640095,0,1.3922973450338377e-06,0.0,-0.00015271806604973115,True,,,,,True,,,,,True,,,,,True,,True,,10,15,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.03343913758995263,0.9665608624100474,0.0753665659496975,0.9999340844341571,6.591556584290004e-05,0.008118464346741475,0.9999393419064248,6.065809357524987e-05,1990,0.4379222255482343,1.4757185874597238,1.475716304024018,False,,,,,True,499.0,9980.0,2554880.0,0.0,True,944.0,18880.0,4833280.0,0.0,True,842.0,False,,10,16,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.00011406649870616821,0.9998859335012938,0.0009455707017060926,0.00013401518177837786,0.9998659848182216,0.0010484380426455805,0.00013401518177837786,0.9998659848182216,1998,0.0010484380426455805,0.069995888779516,0.069995888779516,True,,,,,True,,,,,True,,,,,True,,True,,10,17,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,8.307193910960659e-08,0.9999999169280609,1.080920610885965e-06,8.307772460517279e-08,0.9999999169222754,1.0809956387663492e-06,8.307772460517279e-08,0.9999999169222754,1913,1.0809956387663492e-06,3.0245126524034206e-05,3.0245126524034206e-05,True,,,,,True,,,,,True,,,,,True,,True,,10,18,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,1.792628657629295e-07,0.9999998207371342,5.14126569585439e-06,1.8028083373072114e-07,0.9999998197191663,5.159267502717642e-06,1.8028083373072114e-07,0.9999998197191663,1926,5.159267502717642e-06,0.0024592229155978905,0.0024592229155978905,True,,,,,True,,,,,True,,,,,True,,True,,10,19,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.00011607284867137694,0.9998839271513287,0.0015962891038276002,0.00018334175430944973,0.9998166582456905,0.0020363293092513575,0.00018334175430944973,0.9998166582456905,2000,0.0020363293092513575,0.198530739519877,0.198530739519877,True,,,,,True,,,,,True,,,,,True,,True,,10,20,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,5.967481240479351e-07,0.999999403251876,8.819878056042654e-06,5.974150196514294e-07,0.9999994025849803,8.82711935341941e-06,5.975900440054932e-07,0.999999402409956,1607,8.828928950055445e-06,0.0006122909944886875,0.00048507461018393056,True,,,,,True,,,,,True,,,,,True,,True,,10,21,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,3.756476277453749e-07,0.9999996243523722,1.0475752073613905e-05,3.7686967763717953e-07,0.9999996231303223,1.0493500652766744e-05,3.7848379506681474e-07,0.9999996215162049,1806,1.0516660551528417e-05,0.003266639175653437,0.0014105456110427748,True,,,,,True,,,,,True,,,,,True,,True,,10,22,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,1.9469513790452922e-08,0.9999999805304862,7.254358179777566e-07,1.94883212022021e-08,0.9999999805116788,7.259820477935124e-07,1.95082890775394e-08,0.9999999804917109,1326,7.265394739575545e-07,0.0008640763476600164,0.0004193228796021545,True,,,,,True,,,,,True,,,,,True,,True,,10,23,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,1.5117498508821947e-10,0.999999999848825,1.2017178445929758e-08,1.5099988427414483e-10,0.9999999998490001,1.2007135475625153e-08,1.5117498508821947e-10,0.999999999848825,0,1.2017178445929758e-08,0.0,-0.0005033199882005013,True,,,,,True,,,,,True,,,,,True,,True,,10,24,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.010362357308878047,0.989637642691122,0.028818948081384962,0.5025200095018726,0.4974799904981274,0.42924942743480254,0.5025200095018726,0.4974799904981274,2000,0.42924942743480254,1.685694796009673,1.685694796009673,False,,,,,True,1553.0,31060.0,7951360.0,0.0,True,1999.0,39980.0,10234880.0,0.0,True,1566.0,False,,10,25,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,1.4485261531849325e-05,0.9999855147384682,0.00011549114104682579,1.4736354801580339e-05,0.9999852636451985,0.00011712709724274263,1.4736354801580339e-05,0.9999852636451985,1997,0.00011712709724274263,0.007463728509845763,0.007463728509845763,True,,,,,True,,,,,True,,,,,True,,True,,10,26,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,2.2534784227788083e-07,0.9999997746521577,3.2125533399477784e-06,2.2544006551545963e-07,0.9999997745599345,3.2135620094894616e-06,2.254540660777471e-07,0.9999997745459339,1879,3.2136748841643695e-06,0.00020466821514043013,0.00017769795085485987,True,,,,,True,,,,,True,,,,,True,,True,,10,27,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,6.236352818291069e-08,0.9999999376364718,2.3686911130301075e-06,6.268699593046107e-08,0.9999999373130041,2.3749769326282434e-06,6.273295750977922e-08,0.9999999372670425,1858,2.3758630113450475e-06,0.0025650854000461155,0.0022467810055147447,True,,,,,True,,,,,True,,,,,True,,True,,10,28,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.0033686407589428383,0.9966313592410572,0.014415194182822945,0.018537131482083167,0.9814628685179169,0.04868836015253944,0.018537131482083167,0.9814628685179169,2000,0.04868836015253944,0.7405878312539834,0.7405878312539834,True,1438.0,28760.0,7362560.0,0.0,True,,,,,True,,,,,True,,True,,10,29,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,2.249508488871201e-08,0.9999999775049151,5.815717929587186e-06,2.21556558210613e-08,0.9999999778443441,5.771663397759685e-06,2.399576089240262e-08,0.9999999760042391,1613,6.0066237821290974e-06,0.02804688934369413,-0.006603026440544686,True,,,,,True,,,,,True,,,,,True,,True,,10,30,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.003469556984850354,0.9965304430151496,0.012816509504957715,0.01390257835427714,0.9860974216457229,0.03843398576738522,0.01390257835427714,0.9860974216457229,2000,0.03843398576738522,0.6028213265756914,0.6028213265756914,True,1664.0,33280.0,8519680.0,0.0,True,,,,,True,,,,,True,,True,,10,31,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,1.6898437238600604e-07,0.9999998310156276,1.7771110887194203e-06,1.6904587072271908e-07,0.9999998309541293,1.7775809644909673e-06,1.6905555800782072e-07,0.999999830944442,1157,1.7776784040542846e-06,0.00018291048140931903,0.00015802366279270925,True,,,,,True,,,,,True,,,,,True,,True,,10,32,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.00046122079520627597,0.9995387792047937,0.0018877909453892847,0.0005421413433882284,0.9994578586566117,0.0021696281839275354,0.0005421413433882284,0.9994578586566117,2000,0.0021696281839275354,0.0702036473565698,0.0702036473565698,True,,,,,True,,,,,True,,,,,True,,True,,10,33,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.010074667593114836,0.9899253324068852,0.026904723230834163,0.28317401425531613,0.7168259857446839,0.334732807637051,0.28317401425531613,0.7168259857446839,2000,0.334732807637051,1.4488226715866852,1.4488226715866852,False,,,,,True,1695.0,33900.0,8678400.0,0.0,True,,,,,True,1698.0,False,,10,34,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,1.0735352174734133e-13,0.9999999999998926,4.046839858722888e-11,1.0735352174735936e-13,0.9999999999998926,4.046839858723231e-11,1.0735352174735936e-13,0.9999999999998926,1,4.046839858723231e-11,7.290315647142239e-14,7.290315647142239e-14,True,,,,,True,,,,,True,,,,,True,,True,,10,35,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,0.002005293810102115,0.9979947061898979,0.009210896049699406,0.0058551299892018365,0.9941448700107982,0.020326372199793684,0.0058551299892018365,0.9941448700107982,2000,0.020326372199793684,0.4653585280028337,0.4653585280028337,True,,,,,True,,,,,True,,,,,True,,True,,10,36,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,3.332607282456366e-06,0.9999966673927175,3.759070380504701e-05,3.370041841616354e-06,0.9999966299581584,3.786119469593778e-05,3.3703640738921133e-06,0.9999966296359261,1804,3.786171368640859e-05,0.004892677808755507,0.004851153989236599,True,,,,,True,,,,,True,,,,,True,,True,,10,37,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,1.1930230532396858e-09,0.999999998806977,4.485144708442918e-08,1.1934188358834606e-09,0.9999999988065812,4.486480276965549e-08,1.1934188358834606e-09,0.9999999988065812,292,4.486480276965549e-08,0.00014405229859882406,0.00014405229859882406,True,,,,,True,,,,,True,,,,,True,,True,,10,38,0,21839,0.01,256.0,,40000,10240000,0,tuning
10,shot_sgd,2000,3.3945766459381732e-06,0.9999966054233541,2.3467496367819166e-05,3.405091370538699e-06,0.9999965949086295,2.3529838769001735e-05,3.405091370538699e-06,0.9999965949086295,1966,2.3529838769001735e-05,0.0013431510189946042,0.0013431510189946042,True,,,,,True,,,,,True,,,,,True,,True,,10,39,0,21839,0.01,256.0,,40000,10240000,0,tuning
6,shot_sgd,2000,0.0007817822484726372,0.9992182177515274,0.004262843180111075,0.0012903183086730029,0.998709681691327,0.006037567003058336,0.0012903183086730029,0.998709681691327,2000,0.006037567003058336,0.21761105473172232,0.21761105473172232,True,,,,,True,,,,,True,,,,,True,,True,,6,0,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,8.453253247351294e-05,0.9999154674675265,0.0036154228612332306,0.002074493963890113,0.9979255060361099,0.018514836453582224,0.002074493963890113,0.9979255060361099,2000,0.018514836453582224,1.3898882954988845,1.3898882954988845,True,,,,,True,,,,,True,,,,,True,1455.0,True,,6,1,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.014190446628118686,0.9858095533718814,0.05581203365855028,0.999863437394273,0.00013656260572703083,0.011684929298596424,0.999863437394273,0.00013656260572703083,2000,0.448155650700093,1.8479446229679302,1.8479446229679302,False,,,,,True,703.0,8436.0,8638464.0,0.0,True,1084.0,13008.0,13320192.0,0.0,True,793.0,False,,6,2,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.00190586232054641,0.9980941376794535,0.008435194080456829,0.004836176632634084,0.9951638233673659,0.017014898614582243,0.004836176632634084,0.9951638233673659,2000,0.017014898614582243,0.40441063029021534,0.40441063029021534,True,,,,,True,,,,,True,,,,,True,,True,,6,3,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.00830188076426557,0.9916981192357345,0.028839969410579966,0.7359183241047884,0.2640816758952116,0.41548888454803934,0.7359183241047884,0.2640816758952116,2000,0.4432712763054935,1.947653125304704,1.947653125304704,True,177.0,2124.0,2174976.0,0.0,True,1461.0,17532.0,17952768.0,0.0,True,1877.0,22524.0,23064576.0,0.0,True,1401.0,True,,6,4,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.06613227578930443,0.9338677242106955,0.13767930709570417,0.9999967767326085,3.2232673915499888e-06,0.0017953425461514898,0.9999976647573581,2.335242641926527e-06,1975,0.4449960481893664,1.1795855176146295,1.1795851319493091,False,,,,,True,133.0,1596.0,1634304.0,0.0,True,537.0,6444.0,6598656.0,0.0,True,619.0,False,,6,5,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.0006149705844730068,0.999385029415527,0.005140422158895654,0.0017453400928114319,0.9982546599071885,0.010545913813618798,0.0017453400928114319,0.9982546599071885,2000,0.010545913813618798,0.453025722209894,0.453025722209894,True,,,,,True,,,,,True,,,,,True,,True,,6,6,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.003156449140964956,0.9968435508590351,0.010676973761661279,0.00843180068514086,0.9915681993148592,0.02415692075310764,0.00843180068514086,0.9915681993148592,2000,0.02415692075310764,0.42672153588620215,0.42672153588620215,True,,,,,True,,,,,True,,,,,True,,True,,6,7,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,3.2871434016760797e-06,0.9999967128565983,3.754170453208734e-05,3.3159929189269103e-06,0.9999966840070811,3.778587310614379e-05,3.3160548529483864e-06,0.9999966839451471,1986,3.778600945985275e-05,0.003803055278113027,0.00379494387581462,True,,,,,True,,,,,True,,,,,True,,True,,6,8,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.006035527040157444,0.9939644729598426,0.024310136568123857,0.3876491660041543,0.6123508339958457,0.40283805785378635,0.3876491660041543,0.6123508339958457,2000,0.40283805785378635,1.807723653982991,1.807723653982991,True,465.0,5580.0,5713920.0,0.0,True,1656.0,19872.0,20348928.0,0.0,True,,,,,True,1488.0,True,,6,9,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.027290339559159923,0.9727096604408401,0.08297733461341264,0.9999868699460589,1.3130053941101671e-05,0.003623509639950746,0.9999874732874694,1.252671253060278e-05,1993,0.4503439732895281,1.5639856202853553,1.5639853582541485,False,,,,,True,419.0,5028.0,5148672.0,0.0,True,791.0,9492.0,9719808.0,0.0,True,653.0,False,,6,10,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.0015581586249235233,0.9984418413750765,0.011548881959563216,0.015353078716596554,0.9846469212834035,0.051651884886864945,0.015353078716596554,0.9846469212834035,2000,0.051651884886864945,0.9935838086074118,0.9935838086074118,True,1734.0,20808.0,21307392.0,0.0,True,,,,,True,,,,,True,,True,,6,11,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.003935676496162383,0.9960643235038377,0.018143531773995088,0.07842335094522561,0.9215766490547744,0.15575074767721575,0.07842335094522561,0.9215766490547744,2000,0.15575074767721575,1.299426002107836,1.299426002107836,True,920.0,11040.0,11304960.0,0.0,True,,,,,True,,,,,True,1742.0,True,,6,12,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.0002769702440590068,0.999723029755941,0.0020502755922160365,0.00038631986555868396,0.9996136801344413,0.002635112988632847,0.00038631986555868396,0.9996136801344413,2000,0.002635112988632847,0.14451392755260475,0.14451392755260475,True,,,,,True,,,,,True,,,,,True,,True,,6,13,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.0022911903205147825,0.9977088096794852,0.014616801598502966,0.02867427953212485,0.9713257204678751,0.07605357337600381,0.02867427953212485,0.9713257204678751,2000,0.07605357337600381,1.0974313487706941,1.0974313487706941,True,1355.0,16260.0,16650240.0,0.0,True,,,,,True,,,,,True,1884.0,True,,6,14,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.005193535936745683,0.9948064640632543,0.018932248282160197,0.06764973683210501,0.932350263167895,0.13510549685103534,0.06764973683210501,0.932350263167895,2000,0.13510549685103534,1.1148029703904276,1.1148029703904276,True,800.0,9600.0,9830400.0,0.0,True,,,,,True,,,,,True,1896.0,True,,6,15,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.007295304438580471,0.9927046955614195,0.02937606571817657,0.8718432866025005,0.12815671339749946,0.326036372995584,0.8718432866025005,0.12815671339749946,2000,0.4454285828855594,2.077395007685087,2.077395007685087,True,251.0,3012.0,3084288.0,0.0,True,1381.0,16572.0,16969728.0,0.0,True,1781.0,21372.0,21884928.0,0.0,True,1282.0,True,1900.0,6,16,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,7.039752046322579e-05,0.9999296024795368,0.0008081216073317082,8.393195863024493e-05,0.9999160680413698,0.000902021932393624,8.396042322378648e-05,0.9999160395767762,1998,0.0009021961531016488,0.07651725636705768,0.07636999517644691,True,,,,,True,,,,,True,,,,,True,,True,,6,17,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,3.5852502000760024e-08,0.999999964147498,5.640597468941993e-06,3.600156623827777e-08,0.9999999639984337,5.653268725405928e-06,3.64079699083099e-08,0.9999999635920301,327,5.684644253153386e-06,0.0066769948355452965,0.001801926328209468,True,,,,,True,,,,,True,,,,,True,,True,,6,18,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.02660667966622973,0.9733933203337702,0.0706363190184183,0.9999647917697624,3.5208230237615545e-05,0.005933510388381927,0.9999647917697624,3.5208230237615545e-05,2000,0.44503529055415836,1.5749940280735448,1.5749940280735448,False,,,,,True,530.0,6360.0,6512640.0,0.0,True,934.0,11208.0,11476992.0,0.0,True,783.0,False,,6,19,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,5.389891054467861e-06,0.9999946101089455,0.00011575599817178532,5.654962749084784e-06,0.9999943450372509,0.00011881677074671459,5.661983472069071e-06,0.9999943380165279,1933,0.00011889010588648575,0.021388610371083625,0.020849761536315185,True,,,,,True,,,,,True,,,,,True,,True,,6,20,0,23136,0.01,1024.0,,24000,24576000,0,tuning
6,shot_sgd,2000,0.01026163077365003,0.98973836922635,0.029048389428115506,0.5979993711586535,0.40200062884134646,0.4401792293939628,0.5979993711586535,0.40200062884134646,2000,0.4402506295183165,1.765484343155173,1.765484343155173,False,,,,,True,1515.0,18180.0,18616320.0,0.0,True,1949.0,23388.0,23949312.0,0.0,True,1523.0,False,,6,21,0,23136,0.01,1024.0,,24000,24576000,0,tuning
