n,theta_seed,theta_scale,F_theta,shots,k,reps,g_exact,mean_pennylane,mean_binomial,z_mean_pl_vs_binomial,z_mean_pl_vs_exact,z_mean_binomial_vs_exact,var_pennylane,var_binomial,var_theory,var_ratio_pl_over_binomial,var_ratio_pl_over_theory,var_ratio_binomial_over_theory,approx_sd_of_var_ratio,degenerate_all_zero
3,11,0.4,0.768978323897702,1024,0,400,-0.15019320203395695,-0.150577392578125,-0.150247802734375,-0.4576933560881984,-0.7514940944424463,-0.10766260637877408,0.00010454474087048293,0.00010287897778035407,0.00010609014926740862,1.0161914817396929,0.9854330641666799,0.9697316715149439,0.10012523486435178,False
3,11,0.4,0.768978323897702,1024,2,400,0.15080219606318526,0.151409912109375,0.150601806640625,1.0958636526953613,1.179607921401886,-0.37981134866889377,0.00010616614256885117,0.00011134576528592217,0.00010601237574009981,0.9534816370989021,1.001450461115298,1.0503091220113556,0.10012523486435178,False
3,12,1.0,2.994816000808009e-06,64,0,400,7.887858838581543e-06,0.0,0.0,,,,0.0,0.0,9.28505775508712e-08,,0.0,0.0,0.10012523486435178,True
3,12,1.0,2.994816000808009e-06,64,2,400,0.0005676523327550507,0.00029296875,0.00076171875,-0.3235161451206904,-0.26290500100764874,0.19331707547728655,0.0004366442075648105,0.00040310699539375784,0.0003976924420889974,1.0831968002398302,1.097944444886122,1.0136149263393563,0.10012523486435178,False
3,12,1.0,2.994816000808009e-06,256,0,400,7.887858838581543e-06,-4.8828125e-06,9.765625e-06,-1.733499616527818,-2.6154334901414997,0.272270992705959,9.5367431640625e-09,1.902568310424499e-08,2.32126443877178e-08,0.5012562814070352,0.41084259960957104,0.8196258378175904,0.10012523486435178,False
3,12,1.0,2.994816000808009e-06,256,2,400,0.0005676523327550507,-4.8828125e-05,-0.000234375,0.261735012252901,-1.192799310981367,-1.6529212671498004,0.00010684737585541,9.417464559837093e-05,9.942311052224935e-05,1.134566264375284,1.0746734365296207,0.9472108155105055,0.10012523486435178,False
3,12,1.0,2.994816000808009e-06,1024,0,400,7.887858838581543e-06,6.103515625e-06,4.8828125e-06,0.2587615566732206,-0.48833377397231686,-1.0071042744886771,5.34051641784515e-09,3.561340179060934e-09,5.80316109692945e-09,1.4995805369127513,0.9202771263184313,0.613689697662417,0.10012523486435178,False
3,12,1.0,2.994816000808009e-06,1024,2,400,0.0005676523327550507,0.000498046875,0.000565185546875,-0.1849117242329487,-0.2753662580256987,-0.00946414914654827,2.555789804100094e-05,2.7174386464264756e-05,2.4855777630562338e-05,0.9405142623775682,1.028247774858401,1.0932824902187526,0.10012523486435178,False
3,12,0.4,0.5022522877182266,64,0,400,0.2635073355694393,0.26353515625,0.264375,-0.3486365379053824,0.016739946690190202,0.49756127891592206,0.0011048093714510886,0.001216383243264411,0.001158235458881025,0.908274080203628,0.953872861497824,1.050203768100454,0.10012523486435178,False
3,12,0.4,0.5022522877182266,64,2,400,0.36329073774003023,0.363984375,0.36455078125,-0.28911448473927454,0.5189972432417215,0.8796489422395867,0.0007144876351033835,0.0008207526720854872,0.0008141952085033513,0.8705273335119457,0.8775384915575103,1.008053920624502,0.10012523486435178,False
3,12,0.4,0.5022522877182266,256,0,400,0.2635073355694393,0.263251953125,0.2635888671875,-0.28396891391459567,-0.3134906674722674,0.09452243937547769,0.0002654561781345454,0.00029760640366633133,0.00028955886472025626,0.8919706527288574,0.9167606676141773,1.0277924108932042,0.10012523486435178,False
