0.00020673489329790836,-2.0130186369924846e-05,5.876993892168755e-06,-4.844232039018112e-06,-3.579898314042526e-05,3.1958758228957066e-05,-1.1091280465174206e-05,1.6173858835239605e-05,-1.6180866896504103e-05,1.0781914296776349e-05,2.334221444948755e-05,-1.040788611980399e-05
-2.0130186369924846e-05,0.00021066078031905977,2.2888472585967082e-05,7.441549590139671e-07,2.040911202478891e-06,-1.0214092755558521e-05,1.6865104135840835e-05,4.0510591834482514e-05,-4.8044570768722395e-05,2.818329165680241e-05,-3.630093853883068e-05,5.309894831493647e-06
5.876993892168755e-06,2.2888472585967082e-05,0.00020063679627697876,1.08107171877466e-05,1.0621957104615494e-05,-2.7240454548537146e-05,-3.5878383752071506e-05,3.567758232656152e-05,-1.6473712343158154e-05,1.7849700619476014e-05,-3.283100898819742e-05,-3.5284938234271426e-05
-4.844232039018112e-06,7.441549590139671e-07,1.08107171877466e-05,0.00013383470400415287,1.8884437252776783e-05,6.178412774596552e-06,1.637622563525884e-05,1.2314680850867063e-05,-1.900123827385182e-06,1.0846841214883197e-05,-9.285079108344184e-06,-2.6362110870053074e-05
-3.579898314042526e-05,2.040911202478891e-06,1.0621957104615494e-05,1.8884437252776783e-05,0.00023676580852932403,2.423558572326043e-05,-1.7916313325515906e-05,1.4318865959090417e-05,8.918203488744867e-06,1.8396088571259473e-05,2.675776529793788e-05,-1.912740745929757e-05
3.1958758228957066e-05,-1.0214092755558521e-05,-2.7240454548537146e-05,6.178412774596552e-06,2.423558572326043e-05,0.00025106032689412434,-1.2053383721245644e-06,-3.278980351457693e-05,8.173759537513817e-06,-2.4061780987363873e-05,2.0316176944308804e-05,-9.735208569150983e-06
-1.1091280465174206e-05,1.6865104135840835e-05,-3.5878383752071506e-05,1.637622563525884e-05,-1.7916313325515906e-05,-1.2053383721245644e-06,0.0002762067197549223,1.2221962514549822e-06,-1.9374519887596655e-05,1.7876576895665647e-05,4.882764334630483e-06,3.192280278061375e-05
1.6173858835239605e-05,4.0510591834482514e-05,3.567758232656152e-05,1.2314680850867063e-05,1.4318865959090417e-05,-3.278980351457693e-05,1.2221962514549822e-06,0.00025618126898100866,-2.494686781758009e-05,7.289154360992742e-06,9.069033343382552e-06,3.184600309892135e-05
-1.6180866896504103e-05,-4.8044570768722395e-05,-1.6473712343158154e-05,-1.900123827385182e-06,8.918203488744867e-06,8.173759537513817e-06,-1.9374519887596655e-05,-2.494686781758009e-05,0.0002816743561715791,-1.0210769345061948e-05,-7.535857383650963e-06,4.38921379320549e-06
1.0781914296776349e-05,2.818329165680241e-05,1.7849700619476014e-05,1.0846841214883197e-05,1.8396088571259473e-05,-2.4061780987363873e-05,1.7876576895665647e-05,7.289154360992742e-06,-1.0210769345061948e-05,0.00022713112108635177,-9.695014568290338e-06,-4.8099093967013886e-05
2.334221444948755e-05,-3.630093853883068e-05,-3.283100898819742e-05,-9.285079108344184e-06,2.675776529793788e-05,2.0316176944308804e-05,4.882764334630483e-06,9.069033343382552e-06,-7.535857383650963e-06,-9.695014568290338e-06,0.00022645360291606245,7.364220089382588e-06
-1.040788611980399e-05,5.309894831493647e-06,-3.5284938234271426e-05,-2.6362110870053074e-05,-1.912740745929757e-05,-9.735208569150983e-06,3.192280278061375e-05,3.184600309892135e-05,4.38921379320549e-06,-4.8099093967013886e-05,7.364220089382588e-06,0.0002124538566126968
