n,label,log10A,s,shots,p_zero_exact,p_both_zero,p_zero_rare_event,p_zero_poisson
6,typical A,-2.678836360265897,-0.992898878880531,2132.0,0.0122592813258133,0.011436080560565,0.0114894009264198,0.0123146905437711
6,typical A,-2.678836360265897,-0.992898878880531,2752.0,0.0034942461398415,0.0031160979651682,0.003134864420445,0.003514477868048
6,typical A,-2.678836360265897,-0.992898878880531,3553.0,0.0007007182869289,0.0005808967241179,0.0005854173313955,0.0007059094499381
6,typical A,-2.678836360265897,-0.992898878880531,4588.0,8.984886848360415e-05,6.629348276714947e-05,6.69604246222603e-05,9.06997801945319e-05
6,typical A,-2.678836360265897,-0.992898878880531,5923.0,6.5533937293120235e-06,4.03289773895863e-06,4.085352675974588e-06,6.6326885235501445e-06
6,typical A,-2.678836360265897,-0.992898878880531,7647.0,2.320980032144375e-07,1.0851284299060445e-07,1.1033849695118825e-07,2.3568938247286874e-07
6,typical A,-2.678836360265897,-0.992898878880531,9873.0,3.25878185084618e-09,1.0189378163685698e-09,1.0411249415049243e-09,3.3234037268698193e-09
6,typical A,-2.678836360265897,-0.992898878880531,12747.0,1.3897240161909911e-11,2.458368974768185e-12,2.52769982047928e-12,1.4251426311033308e-11
6,typical A,-2.678836360265897,-0.992898878880531,16457.0,1.2721452705360711e-14,1.0274435363306478e-15,1.0650053988657026e-15,1.3139352279553596e-14
6,typical A,-2.678836360265897,-0.992898878880531,21248.0,1.5871165170865433e-18,4.449858371427814e-20,4.661006944296552e-20,1.6544977389902929e-18
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,1.0,0.9827128327279848,0.9826459745343354,0.9827299825896114,0.9827956872393058
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,2.0,0.9658559074779688,0.9655931112685338,0.965758218680578,0.9660165113489304
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,3.0,0.9494172436593932,0.9488361838261092,0.9490795574297386,0.949650727047692
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,4.0,0.9333852114909342,0.9323700565292472,0.9326889369490832,0.9336869301665084
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,5.0,0.9177485214299698,0.9161896828248154,0.9165813827694956,0.918114047455412
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,6.0,0.9024962139265186,0.9002901037376945,0.9007520063310284,0.9029213267008432
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,8.0,0.8731024990699772,0.8693139223123514,0.8699086531072108,0.8736349101883407
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,10.0,0.8451226205103128,0.8394035349146359,0.8401214312396407,0.8457477267457082
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,12.0,0.8184798069497626,0.8105222708880286,0.8113541769093731,0.8191843753517032
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,15.0,0.7808654068645343,0.7690528584154691,0.7700396631399177,0.7816670786964554
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,18.0,0.7458704802923888,0.729705179339495,0.730828902696178,0.7467460994088826
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,22.0,0.7029285083364337,0.6803552593104493,0.6816360323473631,0.7038724250260109
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,27.0,0.6546092945457853,0.6233344692358356,0.6247748970744588,0.6555992517997722
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,33.0,0.6034918205340393,0.5611818539716111,0.5627672420450806,0.6044934026121761
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,41.0,0.5451756123935899,0.4878431986065785,0.4895560935402956,0.5461419906843202
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,51.0,0.4851039138403577,0.4094973053944247,0.4112865659771605,0.4859786659800332
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,62.0,0.4318546281048544,0.3377683260221001,0.33956333797097,0.4326018940732653
