n,label,log10A,s,shots,p_zero_exact,p_both_zero,p_zero_rare_event,p_zero_poisson
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,76.0,0.3785974649645034,0.2643492197000067,0.2660723118437964,0.3791781186108221
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,94.0,0.3270570313579665,0.1928969947694489,0.194453335702637,0.3274500059597512
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,115.0,0.2830039779663354,0.1335562229914667,0.1348757060161934,0.2832327192273708
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,142.0,0.2423065774309634,0.0832501973715287,0.0842669553441122,0.2424029116539158
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,174.0,0.2079917698096834,0.0475435724718624,0.0482560651396607,0.2080113987155303
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,214.0,0.1773181453915581,0.0236034228694096,0.0240392082850125,0.1773097277879976
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,263.0,0.1502852636790224,0.010009949273986,0.0102375555631927,0.1502872134079031
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,324.0,0.1258945671351949,0.0034407547554882,0.0035373893147541,0.1259302773791793
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,398.0,0.1043378241932116,0.0009419711306737,0.0009745724495661,0.1044165745316864
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,489.0,0.0849971266578554,0.000191501339603,0.0001996764783505,0.0851192893669296
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,601.0,0.0677416538015435,2.6955333334839323e-05,2.8376447244619615e-05,0.0679011706571817
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,739.0,0.0525209215183274,2.4068091897911904e-06,2.56376667295825e-06,0.0527071507577837
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,909.0,0.0393541629501995,1.2272842348320584e-07,1.326458229234027e-07,0.0395533594856965
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,1117.0,0.0283315453683108,3.217641586354813e-09,3.540042700965921e-09,0.0285286240622733
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,1373.0,0.0193719364302742,3.640742699593998e-11,4.0941648746660206e-11,0.0195525238198963
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,1688.0,0.0124322177609584,1.4664592243986374e-13,1.6941050240910824e-13,0.0125846938678263
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,2075.0,0.0073852657016009,1.6747103771481018e-16,1.9997614427650327e-16,0.0075027684169497
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,2551.0,0.0039866271805723,4.0267020497634205e-20,5.0079549841573373e-20,0.0040680665113795
6,upper-quartile A,-1.7589298195562186,-0.3446744040919693,3136.0,0.001913976490698,1.4362860172344114e-24,1.8778942630550655e-24,0.0019637788917144
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,1.0,0.999997025188002,0.9999970251873828,0.9999970251911888,0.9999970251918078
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,2.0,0.9999940503860912,0.9999940503836152,0.9999940503912268,0.999994050393703
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,4.0,0.9999881008125322,0.9999881008026288,0.9999881008178516,0.999988100827755
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,5.0,0.9999851260408836,0.9999851260254096,0.999985126044438,0.9999851260599126
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,8.0,0.9999762017864616,0.9999762017468482,0.9999762017772938,0.999976201816907
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,13.0,0.9999613282308352,0.9999613281262324,0.9999613281757056,0.9999613282803084
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,20.0,0.9999405056766112,0.9999405054290356,0.9999405055051468,0.9999405057527216
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,30.0,0.9999107600279468,0.9999107594709178,0.9999107595850812,0.9999107601421086
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,46.0,0.9998631690880326,0.999863167778458,0.9998631679535004,0.999863169263071
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,70.0,0.9997917875192832,0.9997917844869308,0.9997917847532805,0.9997917877856242
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,107.0,0.9996817523147248,0.99968174523032,0.99968174563741,0.9996817527217936
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,164.0,0.9995122656342212,0.9995122489943532,0.9995122496181984,0.9995122662580166
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,250.0,0.999256610876272,0.99925657221901,0.99925657316975,0.9992566118268972
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,383.0,0.9988613845849984,0.998861293891366,0.9988612953473234,0.9988613860406864
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,586.0,0.9982584879624548,0.9982582757786516,0.9982582780049598,0.9982584901881322
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,896.0,0.9973386086526368,0.9973381130512148,0.9973381164521248,0.9973386120520744
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,1370.0,0.99593395126144,0.9959327942294988,0.995932799422224,0.9959339564507298
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,2095.0,0.9937898382602068,0.9937871384342024,0.9937871463577952,0.9937898461757914
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,3205.0,0.9905173164238524,0.990511018605594,0.9905110306874064,0.9905173284870132
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,4901.0,0.9855408416423614,0.9855261890913102,0.9855262074735158,0.9855408599812738
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,7496.0,0.9779815750351364,0.977947561438742,0.9779475893378228,0.9779816028340812
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,11464.0,0.9665502825266002,0.9664716604764428,0.9664717026431856,0.966550324463161
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,17533.0,0.9493600061496856,0.9491793904586432,0.9491794537944476,0.9493600689611984
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,26814.0,0.9237426573485504,0.9233316937801076,0.9233317880046664,0.9237427503957824
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,41009.0,0.8860750842569229,0.8851534385861497,0.8851535767334865,0.8860752198173636
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,62719.0,0.8318158638950138,0.8297942088761385,0.8297944069441401,0.8318160564671175
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,95921.0,0.7560404397826568,0.7517530307939776,0.7517533052253186,0.7560407031340768
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,146699.0,0.6549960687977953,0.646357394953037,0.6463577558180182,0.65499640909444
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,224359.0,0.5291364300653466,0.5130269112091959,0.5130273492641245,0.5291368347012803
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,343129.0,0.3870677362151644,0.3603260378326283,0.3603265083743069,0.3870681635371033
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,524775.0,0.2472368587729577,0.2099030307731932,0.2099034499883956,0.2472372429272817
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,802580.0,0.1322962323603787,0.0918564118940884,0.0918566924653703,0.1322965146613433
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,1227450.0,0.05642045161646,0.0259537498218435,0.0259538710628915,0.0564206163695383
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,1877236.0,0.0176602014443676,0.0037558763292895,0.0037559031627357,0.0176602743519409
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,2871007.0,0.003468065210169,0.0001953494502128,0.0001953515847,0.0034680863369019
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,4390859.0,0.000329258116784,2.1244402936409103e-06,2.1244757947885748e-06,0.0003292611461377
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,6715289.0,1.0175028478234495e-05,2.1096238867561113e-09,2.1096778030503553e-09,1.0175171047684891e-05
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,10270225.0,5.6216267515137454e-08,5.3878744063989486e-14,5.3880850026580736e-14,5.6217470585135353e-08
8,lower-quartile A,-5.526540294842795,-0.8486590245414765,15707072.0,2.2263735949230983e-11,5.096843822846656e-21,5.097148510099085e-21,2.226446442126437e-11
8,typical A,-3.933107788330973,-0.7907029468374737,1.0,0.9998833505439642,0.9998833492689616,0.9998833547975396,0.9998833560723936
8,typical A,-3.933107788330973,-0.7907029468374737,2.0,0.999766717244732,0.999766712145316,0.9997667232011824,0.9997667283000028
8,typical A,-3.933107788330973,-0.7907029468374737,3.0,0.9996501000998236,0.9996500886274764,0.9996501052093414,0.9996501166803502
8,typical A,-3.933107788330973,-0.7907029468374737,4.0,0.99953349910676,0.9995334787138552,0.9995335008204296,0.9995335212109556
8,typical A,-3.933107788330973,-0.7907029468374737,5.0,0.9994169142630625,0.999416882402866,0.9994169100328604,0.9994169418893412
8,typical A,-3.933107788330973,-0.7907029468374737,7.0,0.9991837930138532,0.9991837305824354,0.999183769255404,0.9991838316795412
8,typical A,-3.933107788330973,-0.7907029468374737,10.0,0.9988342321983398,0.998834104831864,0.9988341600596308,0.9988342874112563
8,typical A,-3.933107788330973,-0.7907029468374737,14.0,0.9983683769824704,0.9983681274606327,0.998368204743436,0.998368454236188
8,typical A,-3.933107788330973,-0.7907029468374737,20.0,0.9976700778472356,0.9976695689752711,0.997669679302028,0.9976701881146948
8,typical A,-3.933107788330973,-0.7907029468374737,27.0,0.9968561284795058,0.9968552018172818,0.9968553506368304,0.996856277191112
8,typical A,-3.933107788330973,-0.7907029468374737,38.0,0.9955786580159144,0.9955768248409436,0.9955770340220844,0.9955788669836424
8,typical A,-3.933107788330973,-0.7907029468374737,53.0,0.993839784937736,0.9938362251123656,0.9938365163549406,0.9938400757662164
8,typical A,-3.933107788330973,-0.7907029468374737,74.0,0.9914114195094011,0.9914044967885548,0.9914049024341826,0.9914118243506432
8,typical A,-3.933107788330973,-0.7907029468374737,103.0,0.9880695409863908,0.9880561744377244,0.9880567371457268,0.9880701021436548
8,typical A,-3.933107788330973,-0.7907029468374737,144.0,0.9833676272888878,0.983341626052673,0.9833424089975652,0.9833684072237754
8,typical A,-3.933107788330973,-0.7907029468374737,200.0,0.976988398473608,0.9769385680605798,0.9769396484034184,0.9769894730650543
8,typical A,-3.933107788330973,-0.7907029468374737,279.0,0.9680725987996228,0.9679765159919944,0.9679780092452344,0.9680740810097191
8,typical A,-3.933107788330973,-0.7907029468374737,389.0,0.955818886271502,0.9556344808801174,0.9556365363257132,0.9558209206472946
8,typical A,-3.933107788330973,-0.7907029468374737,542.0,0.93908073309201,0.9387290584020376,0.9387318716259834,0.9390835064642008
8,typical A,-3.933107788330973,-0.7907029468374737,754.0,0.9164617299624982,0.9157977079111352,0.9158015259110104,0.916465473576681
8,typical A,-3.933107788330973,-0.7907029468374737,1050.0,0.8859586035460433,0.8847143875201698,0.8847195239073834,0.8859636027988023
8,typical A,-3.933107788330973,-0.7907029468374737,1463.0,0.8454024083565972,0.84309977233105,0.843106592406216,0.845408980416213
8,typical A,-3.933107788330973,-0.7907029468374737,2038.0,0.7925824110892006,0.788401298365981,0.7884101825606032,0.792590859451557
8,typical A,-3.933107788330973,-0.7907029468374737,2838.0,0.725546602774918,0.7181519627243497,0.718163232006611,0.7255571366645502
8,typical A,-3.933107788330973,-0.7907029468374737,3953.0,0.6431869226542707,0.630559828888923,0.6305736111974177,0.6431995325019846
8,typical A,-3.933107788330973,-0.7907029468374737,5505.0,0.5466626407080892,0.5261337970215478,0.5261498119218601,0.5466769348685199
8,typical A,-3.933107788330973,-0.7907029468374737,7667.0,0.4400723336280857,0.4088473897071334,0.4088647221590678,0.4400874326996427
8,typical A,-3.933107788330973,-0.7907029468374737,10678.0,0.331129862637895,0.2877482935985385,0.2877652830595245,0.3311444683374822
8,typical A,-3.933107788330973,-0.7907029468374737,14872.0,0.2297860408388899,0.1764123962330859,0.1764269033275358,0.2297987926089022
8,typical A,-3.933107788330973,-0.7907029468374737,20714.0,0.1451610571842787,0.0892383690607704,0.0892485903240124,0.14517105157759
8,typical A,-3.933107788330973,-0.7907029468374737,28849.0,0.082161843772189,0.0345463549576836,0.0345518659745392,0.0821689117789748
8,typical A,-3.933107788330973,-0.7907029468374737,40180.0,0.0404782475081272,0.0092115258715795,0.0092135725700184,0.0404827392512072
8,typical A,-3.933107788330973,-0.7907029468374737,55961.0,0.0164697342730401,0.0014615287077903,0.001461981005215,0.016472183176406
8,typical A,-3.933107788330973,-0.7907029468374737,77940.0,0.0051012804364553,0.0001125302708279,0.0001125787759335,0.0051023220827061
8,typical A,-3.933107788330973,-0.7907029468374737,108551.0,0.0010739078996535,3.165206972163143e-06,3.167107308127949e-06,0.0010742122635769
8,typical A,-3.933107788330973,-0.7907029468374737,151186.0,0.000131555094294,2.1895468782409772e-08,2.191377975725994e-08,0.0001316070473943
8,typical A,-3.933107788330973,-0.7907029468374737,210565.0,7.567763134124975e-06,2.1477958066362048e-11,2.1502978574287973e-11,7.571932647375533e-06
8,typical A,-3.933107788330973,-0.7907029468374737,293266.0,1.5172986831269745e-07,1.3869230469422605e-15,1.3891738129426318e-15,1.518465219784936e-07
8,typical A,-3.933107788330973,-0.7907029468374737,408448.0,7.003578947042098e-10,2.0253651176276368e-21,2.0299443713160246e-21,7.011091570158274e-10
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,1.0,0.9980902294719816,0.998090193604098,0.9980919803244804,0.9980920161239278
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,2.0,0.9961841777661988,0.9961840345686656,0.996187601188043,0.9961877441126126
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,3.0,0.9942818375070804,0.9942815159279508,0.9942868556444676,0.9942871766111816
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,4.0,0.9923832013339312,0.9923826307295042,0.9923897367607872,0.9923903062795838
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,5.0,0.990488261900903,0.9904873720341548,0.990496237617264,0.99049712579256
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,6.0,0.988597011876963,0.9885957329159836,0.988606351307362,0.98860762783961
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,8.0,0.9848255508061148,0.9848232857736116,0.9848373896281448,0.9848396503675528
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,10.0,0.9810687597682924,0.9810652341591262,0.9810827967339556,0.9810863156734784
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,13.0,0.9754609524544636,0.975455028243946,0.9754777290914848,0.9754836421268236
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,17.0,0.9680346806780284,0.9680246270870498,0.9680540867891092,0.9680641214879752
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,22.0,0.9588328459657391,0.9588161689477948,0.9588539307746292,0.9588705766045404
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,29.0,0.9460998959264346,0.9460713029814468,0.9461204185928576,0.9461489584266366
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,37.0,0.9317588872825086,0.9317130491783104,0.9317747633208776,0.9318205169424963
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,48.0,0.9124011215708332,0.9123255815829244,0.912403977990722,0.9124793802520303
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,62.0,0.8883556816000194,0.8882329770251736,0.8883315661696626,0.8884540501233457
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,80.0,0.8583866740466192,0.8581892848510648,0.8583121958044622,0.8585092365010432
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,104.0,0.8200244526379312,0.8197058113485631,0.819858433719424,0.8201765262132071
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,135.0,0.7730469151139602,0.772540863258669,0.7727275846703866,0.7732327932056655
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,174.0,0.717820082301626,0.717039723288559,0.7172631044363831,0.7180422177820662
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,225.0,0.651616657668688,0.6504328007831788,0.6506948354987809,0.6518769112093735
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,292.0,0.5739948067747983,0.5722400766672717,0.5725392762946444,0.5742915775448912
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,378.0,0.4879858322763959,0.4854897771900219,0.4858184057089835,0.4883113909749944
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,489.0,0.3960505064894171,0.3926690066376224,0.3930128906591891,0.3963909040448266
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,633.0,0.3024874131335007,0.2981784011347753,0.298516475616814,0.3028221538637249
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,819.0,0.2140241979258797,0.2089569692994506,0.2092635505421567,0.2143285385579958
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,1060.0,0.137194828089979,0.131818362527502,0.1320687313830636,0.137445120371121
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,1371.0,0.0777381270695873,0.0727411505466912,0.072919896856282,0.0779195485712364
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,1775.0,0.037516261152051,0.0336027452171501,0.0337096875608605,0.0376280755482977
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,2298.0,0.0148244723998601,0.0123644327021781,0.0124154014808008,0.0148807455606902
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,2974.0,0.0045640332059828,0.0033958717993882,0.003413999187846,0.0045860413781138
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,3849.0,0.0010248939899099,0.0006375530218043,0.0006419610837574,0.0010311658553054
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,4982.0,0.0001543468608874,7.30948515660301e-05,7.37496610873096e-05,0.0001555468363864
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,6448.0,1.3983935481809251e-05,4.434012072188992e-06,4.485489544561835e-06,1.412248000983898e-05
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,8346.0,6.571926715918411e-07,1.177756819660591e-07,1.195485187231311e-07,6.655268527956926e-07
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,10803.0,1.3191573564215104e-08,1.0745489635870676e-09,1.095531749380278e-09,1.3406614656686393e-08
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,13982.0,8.796552804590784e-11,2.465949385907831e-12,2.5284502955808913e-12,8.981474316400651e-11
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,18097.0,1.401472089457831e-13,9.455058790640234e-16,9.7663816093383e-16,1.439560997724874e-13
8,upper-quartile A,-2.7190025001848523,0.9801355833087546,23424.0,3.491174322451376e-17,3.5737822538634685e-20,3.726825030638777e-20,3.614097712266064e-17
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,1.0,0.9999999000178906,0.9999999000178892,0.9999999000178926,0.9999999000178942
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,2.0,0.9999998000357944,0.9999998000357884,0.9999998000357952,0.9999998000358012
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,3.0,0.9999997000537112,0.9999997000536974,0.999999700053708,0.9999997000537216
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,5.0,0.9999995000895836,0.9999995000895456,0.9999995000895632,0.9999995000896004
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,8.0,0.9999992001434896,0.9999992001433932,0.999999200143421,0.9999992001435176
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,13.0,0.9999987002335936,0.9999987002333388,0.999998700233384,0.9999987002336388
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,22.0,0.9999978003966006,0.9999978003958706,0.9999978003959474,0.999997800396677
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,36.0,0.999996400652262,0.9999964006503074,0.999996400650433,0.9999964006523876
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,61.0,0.9999939011151436,0.999993901109532,0.9999939011097448,0.9999939011153568
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,102.0,0.999989801891876,0.9999898018761854,0.9999898018765412,0.9999898018922316
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,170.0,0.9999830032283392,0.9999830031847544,0.9999830031853476,0.9999830032289326
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,284.0,0.9999716056038708,0.999971605482233,0.999971605483224,0.9999716056048612
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,475.0,0.9999525099629386,0.9999525096226788,0.9999525096243366,0.9999525099645964
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,795.0,0.9999205183299286,0.999920517376817,0.9999205173795912,0.9999205183327026
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,1328.0,0.9998672352239312,0.9998672325645384,0.9998672325691724,0.999867235228565
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,2220.0,0.999778071765304,0.9997780643341958,0.999778064341942,0.9997780717730492
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,3710.0,0.9996291558882126,0.9996291351376082,0.9996291351505516,0.9996291559011536
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,6202.0,0.9993801611077182,0.9993801031330528,0.9993801031546846,0.9993801611293448
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,10365.0,0.9989643840152752,0.9989642221578644,0.9989642221940016,0.9989643840513956
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,17325.0,0.9982697611143256,0.9982693092185532,0.998269309278914,0.9982697611746408
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,28958.0,0.9971101662021472,0.9971089051766056,0.9971089052773788,0.997110166302794
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,48401.0,0.9951759718617252,0.9951724558410256,0.9951724560091326,0.9951759720294816
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,80899.0,0.9919539611410122,0.9919441703308288,0.9919441706108968,0.9919539614201044
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,135216.0,0.986598995881929,0.9865717919374568,0.9865717924030324,0.9865989963448
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,226005.0,0.9777322435941882,0.9776569297241516,0.9776569304953,0.9777322443578788
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,377751.0,0.9631432258988885,0.9629359847216166,0.9629359859911272,0.9631432271480098
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,631384.0,0.9393886555941392,0.9388241338321496,0.9388241359009144,0.9393886576079662
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,1055315.0,0.9013751637091386,0.8998631105819745,0.8998631138962752,0.90137516687897
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,1763885.0,0.8422569370015697,0.8383186883773247,0.8383186935380739,0.8422569417975874
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,2948211.0,0.7544982358294217,0.7447040605159756,0.7447040681785662,0.7544982426321363
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,4927729.0,0.633564751024911,0.6109838381004821,0.6109838486082355,0.6335647597268398
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,8236354.0,0.4849629440851351,0.4388980611840838,0.4388980738003838,0.4849629535909779
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,13766490.0,0.3299733524669612,0.2524851616052283,0.2524851737361117,0.3299733608473196
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,23009726.0,0.1976747231185204,0.1002026052252451,0.1002026132720563,0.1976747291416909
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,38459149.0,0.1032758748140976,0.0213815454641416,0.0213815483340771,0.1032758789448387
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,64281781.0,0.043769315057285,0.0016172493993346,0.0016172497621605,0.0437693178439023
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,107442506.0,0.0127649867850864,2.1610546874605504e-05,2.161055497815517e-05,0.0127649881799517
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,179582641.0,0.0019611737979639,1.593014810837832e-08,1.593015809267865e-08,0.0019611741673977
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,300159836.0,0.0001025417656693,9.258812567123576e-14,9.258822266446773e-14,0.0001025417986967
10,lower-quartile A,-7.000077692018696,-0.6297022313951802,501696192.0,8.820105230225733e-07,1.6425095078297352e-22,1.6425123837868638e-22,8.820110049778103e-07
10,typical A,-5.08599301449222,-0.1160978809704077,1.0,0.9999917963858008,0.9999917963692024,0.999991796386254,0.999991796402852
10,typical A,-5.08599301449222,-0.1160978809704077,2.0,0.9999835928720968,0.9999835928057046,0.9999835928398076,0.9999835929061992
10,typical A,-5.08599301449222,-0.1160978809704077,3.0,0.9999753894588868,0.9999753893095056,0.9999753893606598,0.9999753895100396
10,typical A,-5.08599301449222,-0.1160978809704077,5.0,0.9999589829339436,0.9999589825190026,0.999958982604258,0.9999589830191956
10,typical A,-5.08599301449222,-0.1160978809704077,8.0,0.9999343739001992,0.9999343728379768,0.999934372974382,0.9999343740365956
10,typical A,-5.08599301449222,-0.1160978809704077,11.0,0.9999097657708272,0.9999097637626124,0.9999097639501652,0.9999097659583632
10,typical A,-5.08599301449222,-0.1160978809704077,17.0,0.9998605522250514,0.9998605474288074,0.9998605477186472,0.999860552514852
10,typical A,-5.08599301449222,-0.1160978809704077,25.0,0.9997949397904802,0.9997949294186608,0.999794929844868,0.999794940216602
10,typical A,-5.08599301449222,-0.1160978809704077,38.0,0.9996883332971244,0.999688309336628,0.9996883099843938,0.9996883339446936
10,typical A,-5.08599301449222,-0.1160978809704077,57.0,0.9995325543412008,0.999532500438486,0.9995325014099832,0.9995325553122556
10,typical A,-5.08599301449222,-0.1160978809704077,85.0,0.99930305142635,0.9993029315871156,0.9993029330355068,0.9993030528737584
10,typical A,-5.08599301449222,-0.1160978809704077,127.0,0.9989589446039386,0.998958677168476,0.9989586793317976,0.9989589467650674
10,typical A,-5.08599301449222,-0.1160978809704077,190.0,0.9984431161570896,0.998442517891073,0.998442521125866,0.9984431193869776
10,typical A,-5.08599301449222,-0.1160978809704077,284.0,0.9976742069078964,0.9976728712692138,0.997672876100651,0.9976742117283864
10,typical A,-5.08599301449222,-0.1160978809704077,425.0,0.9965225012315176,0.996519513593394,0.9965195208151792,0.9965225084288256
10,typical A,-5.08599301449222,-0.1160978809704077,636.0,0.9948027361066722,0.9947960570825136,0.994796067871012,0.994802746840486
10,typical A,-5.08599301449222,-0.1160978809704077,952.0,0.9922354555349766,0.9922205293872272,0.9922205454942395,0.9922354715199
10,typical A,-5.08599301449222,-0.1160978809704077,1425.0,0.988411156824642,0.9883778433152712,0.98837786733166,0.98841118056894
10,typical A,-5.08599301449222,-0.1160978809704077,2133.0,0.9827280005597628,0.9826537919256731,0.982653827666223,0.9827280356955332
10,typical A,-5.08599301449222,-0.1160978809704077,3193.0,0.9743106498986271,0.974145794125764,0.974145847164446,0.9743107015981796
10,typical A,-5.08599301449222,-0.1160978809704077,4780.0,0.9619100776276132,0.9615453818465431,0.9615454602197347,0.9619101530528832
10,typical A,-5.08599301449222,-0.1160978809704077,7155.0,0.9437937092397646,0.942992245957156,0.9429923610074196,0.943793817859096
10,typical A,-5.08599301449222,-0.1160978809704077,10710.0,0.9176325351001824,0.9158879508112576,0.9158881180749534,0.917632688518824
10,typical A,-5.08599301449222,-0.1160978809704077,16033.0,0.88049838896569,0.8767535402149329,0.8767537799117199,0.8804985994306037
10,typical A,-5.08599301449222,-0.1160978809704077,24001.0,0.8291472759205566,0.8212759180572473,0.8212762541725972,0.8291475520983695
10,typical A,-5.08599301449222,-0.1160978809704077,35928.0,0.7607659778509436,0.7447242552723718,0.7447247115177796,0.7607663164107907
10,typical A,-5.08599301449222,-0.1160978809704077,53783.0,0.6745094897227127,0.6432526648895884,0.6432532548143816,0.6745098628266
