k,layer,qubit,rot,shots,replicate,g_hat,g_exact,xi
2,0,1,0,128,150,-0.1796875,-0.18740256624278084,0.007715066242780844
2,0,1,0,128,151,-0.2421875,-0.18740256624278084,-0.054784933757219156
2,0,1,0,128,152,-0.203125,-0.18740256624278084,-0.015722433757219156
2,0,1,0,128,153,-0.1484375,-0.18740256624278084,0.038965066242780844
2,0,1,0,128,154,-0.1328125,-0.18740256624278084,0.054590066242780844
2,0,1,0,128,155,-0.1796875,-0.18740256624278084,0.007715066242780844
2,0,1,0,128,156,-0.0859375,-0.18740256624278084,0.10146506624278084
2,0,1,0,128,157,-0.2421875,-0.18740256624278084,-0.054784933757219156
2,0,1,0,128,158,-0.1953125,-0.18740256624278084,-0.007909933757219156
2,0,1,0,128,159,-0.21875,-0.18740256624278084,-0.031347433757219156
2,0,1,0,128,160,-0.1640625,-0.18740256624278084,0.023340066242780844
2,0,1,0,128,161,-0.1796875,-0.18740256624278084,0.007715066242780844
2,0,1,0,128,162,-0.171875,-0.18740256624278084,0.015527566242780844
2,0,1,0,128,163,-0.125,-0.18740256624278084,0.062402566242780844
2,0,1,0,128,164,-0.1953125,-0.18740256624278084,-0.007909933757219156
2,0,1,0,128,165,-0.1015625,-0.18740256624278084,0.08584006624278084
2,0,1,0,128,166,-0.3359375,-0.18740256624278084,-0.14853493375721916
